rank,palabra,frecuencia
4648,dazzler,159
4649,optar,158
4650,gravitón,158
4651,seminario,158
4652,top,158
4653,periodista,158
4654,controlador,158
4655,regir,158
4656,escocés,158
4657,pago,158
4658,simplificación,158
4659,its,158
4660,states,158
4661,prevención,158
4662,cortante,158
4663,gradual,158
4664,perímetro,158
4665,absorbente,158
4666,analítica,158
4667,radioterapia,158
4668,uve,158
4669,mánchester,158
4670,point,158
4671,hamburgo,158
4672,enormemente,157
4673,colapsar,157
4674,presidencia,157
4675,simbólico,157
4676,paulo,157
4677,correo,157
4678,union,157
4679,excepcional,157
4680,platino,157
4681,decair,157
4682,ocultar,157
4683,coloidal,157
4684,fluoruro,157
4685,albedo,157
4686,agotar,157
4687,asignación,157
4688,máscara,157
4689,comercialmente,157
4690,fernando,156
4691,confirmación,156
4692,popularidad,156
4693,anualmente,156
4694,christopher,156
4695,monumento,156
4696,microsoft,156
4697,docena,156
4698,suministrado,156
4699,aprobación,156
4700,rural,156
4701,repentino,156
4702,presidencial,156
4703,contrarrestar,156
4704,autovalor,156
4705,cristalográfico,156
4706,personajes,156
4707,jet,155
4708,séptimo,155
4709,convenio,155
4710,compatibilidad,155
4711,insuficiente,155
4712,farmacéutico,155
4713,páginas,155
4714,biofísica,155
4715,tiro,155
4716,pintado,155
4717,mandato,155
4718,magnetic,155
4719,topografía,155
4720,fosfato,155
4721,avanzados,155
4722,sony,155
4723,fama,154
4724,conjugación,154
4725,vigente,154
4726,máster,154
4727,poroso,154
4728,relámpago,154
4729,culminar,154
4730,muón,154
4731,gravity,154
4732,contaminant,154
4733,ablación,154
4734,array,154
4735,deseable,154
4736,incorporación,154
4737,montura,154
4738,teselación,154
4739,adoptado,153
4740,basada,153
4741,antecedente,153
4742,brevemente,153
4743,unificar,153
4744,prominente,153
4745,cuidadoso,153
4746,realismo,153
4747,sons,153
4748,euclidián,153
4749,actualizar,153
4750,náutico,153
4751,asignado,153
4752,asiento,153
4753,prohibición,153
4754,momentum,153
4755,yacimiento,153
4756,cúpula,153
4757,migración,153
4758,convectivo,153
4759,activado,153
4760,cercanía,152
4761,billón,152
4762,clark,152
4763,bose,152
4764,agregación,152
4765,desfase,152
4766,subjetivo,152
4767,diccionario,152
4768,configurar,152
4769,abreviatura,152
4770,memorial,152
4771,octavo,152
4772,oscilante,152
4773,altavoz,152
4774,geiger,152
4775,majorana,152
4776,cristalización,152
4777,estadio,152
4778,consenso,152
4779,obligatorio,152
4780,nucleación,152
4781,ambigüedad,152
4782,guiado,152
4783,bohm,152
4784,motores,152
4785,intermitente,152
4786,fukushima,152
4787,dislocación,152
4788,part,152
4789,proporcionado,151
4790,implosión,151
4791,coordinado,151
4792,listo,151
4793,enrique,151
4794,first,151
4795,récord,151
4796,persa,151
4797,georges,151
4798,williams,151
4799,organizaciones,151
4800,energética,151
4801,august,151
4802,ondas,151
4803,fuselaje,151
4804,laboral,151
4805,ricci,151
4806,ascensor,151
4807,piezoeléctrico,151
4808,allan,151
4809,murray,151
4810,dagger,151
4811,micro,150
4812,atrapar,150
4813,experiment,150
4814,cima,150
4815,gustav,150
4816,asemejar,150
4817,predicho,150
4818,expectativa,150
4819,computing,150
4820,enfatizar,150
4821,hebreo,150
4822,subida,150
4823,bombardear,150
4824,viabilidad,150
4825,france,150
4826,direccional,150
4827,paramagnético,150
4828,investigadores,150
4829,parada,149
4830,aplicada,149
4831,comprometer,149
4832,israelí,149
4833,simétrica,149
4834,encajar,149
4835,dinastía,149
4836,recogido,149
4837,demonio,149
4838,cuello,149
4839,geografía,149
4840,retroceso,149
4841,alarma,149
4842,presidenta,149
4843,estela,149
4844,milisegundo,149
4845,java,149
4846,linux,149
4847,congelar,149
4848,alcalino,149
4849,desorden,149
4850,atributo,149
4851,piscina,149
4852,dynamics,149
4853,mamífero,149
4854,termal,149
4855,instalaciones,149
4856,prandtl,149
4857,binaria,148
4858,radiotelescopio,148
4859,finlandia,148
4860,permiso,148
4861,verificación,148
4862,resaltar,148
4863,simplicidad,148
4864,graduó,148
4865,rumbo,148
4866,pesos,148
4867,cruce,148
4868,bulbo,148
4869,klein,148
4870,prestación,148
4871,gratuito,148
4872,programado,148
4873,siemens,148
4874,emma,148
4875,eddington,147
4876,excelencia,147
4877,juventud,147
4878,definitivamente,147
4879,proposición,147
4880,cuantificación,147
4881,erudito,147
4882,cóncavo,147
4883,emerger,147
4884,detallar,147
4885,príncipe,147
4886,ultra,147
4887,pascua,147
4888,stanley,147
4889,perpetuo,147
4890,wheatstone,147
4891,tira,147
4892,weber,147
4893,thompson,147
4894,números,147
4895,sesgo,147
4896,bosque,147
4897,arizona,147
4898,alianza,147
4899,water,147
4900,electrificación,147
4901,apoyado,146
4902,hendrik,146
4903,retroalimentación,146
4904,multiverso,146
4905,fomentar,146
4906,acuñar,146
4907,preliminar,146
4908,levadura,146
4909,pasado,146
4910,caucho,146
4911,fallecimiento,146
4912,escuadrón,146
4913,testimonio,146
4914,bebida,146
4915,argón,146
4916,transparencia,146
4917,laser,146
4918,motion,146
4919,asesinar,146
4920,flotar,146
4921,applied,146
4922,frenar,145
4923,suspender,145
4924,obvio,145
4925,objetos,145
4926,catástrofe,145
4927,humanos,145
4928,tripulado,145
4929,actuador,145
4930,comida,145
4931,negativamente,145
4932,coseno,145
4933,supervisar,145
4934,cohesión,145
4935,instrumentación,145
4936,caballero,145
4937,pontificia,145
4938,portadora,145
4939,exoplaneta,145
4940,rugosidad,145
4941,cigüeñal,145
4942,online,145
4943,jardín,144
4944,legado,144
4945,dificultar,144
4946,ajustado,144
4947,resuelto,144
4948,impactar,144
4949,analizador,144
4950,crédito,144
4951,intercalar,144
4952,nikola,144
4953,erwin,144
4954,divisor,144
4955,cesio,144
4956,oscura,144
4957,preferido,144
4958,alcanzado,144
4959,sentimiento,144
4960,semáforo,144
4961,são,144
4962,calificación,143
4963,carol,143
4964,estaño,143
4965,disputa,143
4966,cromosoma,143
4967,lapso,143
4968,minería,143
4969,adelantar,143
4970,suprimir,143
4971,nicolás,143
4972,alumbrado,143
4973,desvir,143
4974,vencer,143
4975,coloreado,143
4976,dominado,143
4977,nativo,143
4978,pupila,143
4979,methods,143
4980,previsión,143
4981,presionar,143
4982,oxidante,143
4983,desaparición,142
4984,ceniza,142
4985,flor,142
4986,alimentario,142
4987,petrolero,142
4988,directivo,142
4989,infantil,142
4990,posibilitar,142
4991,mediodía,142
4992,cemento,142
4993,enciclopedia,142
4994,formulado,142
4995,verlag,142
4996,sorprendente,142
4997,discípulo,142
4998,abuelo,142
4999,colores,142
5000,extraído,142
5001,incandescent,142
5002,literalmente,142
5003,convergente,142
5004,west,142
5005,thermodynamics,142
5006,guggenheim,142
5007,politécnico,141
5008,conservador,141
5009,amistad,141
5010,estructurado,141
5011,australiano,141
5012,supervivencia,141
5013,barrio,141
5014,discrepancia,141
5015,retomar,141
5016,heaviside,141
5017,cuña,141
5018,pionera,141
5019,redondo,141
5020,obsoleto,141
5021,total,141
5022,aprovechamiento,141
5023,rector,141
5024,sulfuro,141
5025,ignición,141
5026,ltd,141
5027,network,141
5028,desempeño,141
5029,aleta,141
5030,vasco,141
5031,toro,141
5032,biography,141
5033,practicar,140
5034,epónima,140
5035,ámsterdam,140
5036,medicamento,140
5037,drásticamente,140
5038,inmenso,140
5039,habitable,140
5040,petición,140
5041,numéricamente,140
5042,obispo,140
5043,sostenido,140
5044,inclinar,140
5045,jabón,140
5046,deflexión,140
5047,firme,140
5048,alrededor,140
5049,prometedor,140
5050,comercialización,140
5051,langevin,140
5052,fritz,140
5053,toronto,140
5054,huracán,140
5055,one,140
5056,segmentación,140
5057,cauchy,139
5058,cursar,139
5059,olvidar,139
5060,metalurgia,139
5061,exhibición,139
5062,jack,139
5063,literario,139
5064,multiplicidad,139
5065,oak,139
5066,complicar,139
5067,tomografía,139
5068,doctora,139
5069,sublimación,139
5070,hidruro,139
5071,desencadenar,139
5072,provincial,139
5073,fugacidad,139
5074,humboldt,139
5075,relieve,139
5076,liderar,139
5077,inversor,139
5078,residencia,138
5079,acusar,138
5080,trópico,138
5081,linealidad,138
5082,fisiológico,138
5083,gabriel,138
5084,extraterrestre,138
5085,antibiótico,138
5086,oxidar,138
5087,bernard,138
5088,julia,138
5089,centenar,138
5090,magnetosfera,138
5091,linus,138
5092,lema,138
5093,germanio,138
5094,titanio,138
5095,rastrear,138
5096,amortiguamiento,138
5097,ppm,138
5098,oiea,138
5099,abandono,138
5100,lisa,138
5101,theoretical,138
5102,reconocimientos,138
5103,nernst,138
5104,yag,138
5105,operado,138
5106,csic,138
5107,alfvén,138
5108,revolucionario,137
5109,morley,137
5110,aliado,137
5111,transmutación,137
5112,fusibl,137
5113,énfasis,137
5114,philip,137
5115,concedido,137
5116,lab,137
5117,administrativo,137
5118,operacional,137
5119,envío,137
5120,voyager,137
5121,editar,137
5122,documentación,137
5123,kioto,137
5124,estudioso,137
5125,absolutamente,137
5126,sumo,137
5127,constituyent,137
5128,semidesintegración,137
5129,clasificado,137
5130,ridge,137
5131,abogado,137
5132,voto,137
5133,cascada,137
5134,refrigerador,137
5135,reparar,137
5136,isoterma,137
5137,isotrópico,137
5138,esperma,137
5139,cumplimiento,137
5140,leyenda,136
5141,cristianismo,136
5142,abraham,136
5143,césar,136
5144,ohmio,136
5145,adherir,136
5146,donald,136
5147,liderado,136
5148,musulmán,136
5149,anno,136
5150,postura,136
5151,cortocircuito,136
5152,claridad,136
5153,emulsión,136
5154,depositado,136
5155,subproducto,136
5156,histéresis,136
5157,regulado,136
5158,white,136
5159,great,136
5160,erosión,136
5161,gabinete,136
5162,cie,135
5163,instantáneamente,135
5164,animar,135
5165,apreciable,135
5166,osmótico,135
5167,antiguamente,135
5168,complemento,135
5169,ann,135
5170,refutar,135
5171,córdoba,135
5172,sucesor,135
5173,referencial,135
5174,hueso,135
5175,reemplazo,135
5176,diluido,135
5177,reinado,135
5178,cromo,135
5179,beneficiar,135
5180,fraccionamiento,135
5181,dañado,135
5182,encyclopedia,135
5183,fisible,135
5184,pwr,135
5185,wheeler,134
5186,socialista,134
5187,niña,134
5188,corpuscular,134
5189,nist,134
5190,iniciado,134
5191,lavoisier,134
5192,nutrient,134
5193,jacques,134
5194,interconexión,134
5195,raramente,134
5196,empresario,134
5197,enterrar,134
5198,ocurrido,134
5199,estrenar,134
5200,electromotriz,134
5201,leo,134
5202,designado,134
5203,parar,134
5204,novedoso,134
5205,represa,134
5206,residencial,134
5207,libras,134
5208,three,134
5209,químicos,134
5210,situ,134
5211,ascensión,134
5212,detonar,134
5213,reparto,134
5214,leva,134
5215,hipatia,134
5216,cojinete,134
5217,cúbits,134
5218,rechazo,133
5219,charla,133
5220,débilmente,133
5221,herbert,133
5222,respiración,133
5223,genoma,133
5224,lectures,133
5225,latina,133
5226,electromecánico,133
5227,intuición,133
5228,retornar,133
5229,ligadura,133
5230,pixel,133
5231,coordinar,133
5232,efectividad,133
5233,recinto,133
5234,pruebas,133
5235,galio,133
5236,bario,133
5237,carburo,133
5238,dilución,133
5239,verdadero,133
5240,archive,133
5241,trastorno,133
5242,incorporado,133
5243,article,133
5244,máquinas,133
5245,dopado,133
5246,renovación,133
5247,incompatible,132
5248,occidente,132
5249,lcd,132
5250,convenir,132
5251,millikan,132
5252,descubridor,132
5253,resonante,132
5254,costero,132
5255,equipartición,132
5256,elliott,132
5257,electrical,132
5258,nanomaterial,132
5259,cuidadosamente,132
5260,handbook,132
5261,zeeman,132
5262,fizeau,132
5263,vincular,132
5264,quiralidad,132
5265,corta,132
5266,ártico,132
5267,constituyente,132
5268,oort,132
5269,cifrado,132
5270,prestigioso,132
5271,valorar,132
5272,fiat,132
5273,docencia,131
5274,recurrente,131
5275,amplificar,131
5276,sano,131
5277,toxicidad,131
5278,playa,131
5279,bloch,131
5280,harold,131
5281,autorización,131
5282,discovery,131
5283,valoración,131
5284,automatización,131
5285,inductor,131
5286,exteriores,131
5287,auger,131
5288,periódicamente,131
5289,posesión,131
5290,bautizar,131
5291,recipient,131
5292,edificación,131
5293,trayecto,131
5294,indeterminación,131
5295,kenneth,131
5296,hopkins,131
5297,parcela,131
5298,tamiz,131
5299,ecosistema,131
5300,sílice,131
5301,fluencia,131
5302,clausius,131
5303,service,131
5304,isomorfo,131
5305,future,131
5306,pelo,130
5307,sesenta,130
5308,reforzar,130
5309,purificación,130
5310,cota,130
5311,bioquímico,130
5312,bacterián,130
5313,fotosíntesis,130
5314,atp,130
5315,limpiar,130
5316,perforado,130
5317,mapeo,130
5318,mensual,130
5319,film,130
5320,arts,130
5321,dotar,130
5322,ende,130
5323,probabilístico,130
5324,xvi,130
5325,indirectamente,130
5326,contraposición,130
5327,escalera,130
5328,comando,130
5329,muon,130
5330,monocapa,130
5331,cassini,130
5332,matiz,130
5333,manufactura,130
5334,rumford,130
5335,revisado,130
5336,conmutar,130
5337,belga,130
5338,sevilla,130
5339,eugene,130
5340,ads,130
5341,métodos,130
5342,diego,130
5343,arsenal,130
5344,geomagnético,130
5345,originado,129
5346,quince,129
5347,tonalidad,129
5348,boyle,129
5349,hito,129
5350,respiratorio,129
5351,asturias,129
5352,are,129
5353,estacional,129
5354,microprocesador,129
5355,ensamblaje,129
5356,manualmente,129
5357,capacitancia,129
5358,ceremonia,129
5359,giovanni,129
5360,lana,129
5361,azur,129
5362,remover,129
5363,córnea,129
5364,insolación,129
5365,johns,129
5366,glucós,129
5367,arquitectónico,129
5368,walker,129
5369,rad,129
5370,park,129
5371,motivar,128
5372,dulce,128
5373,superfluido,128
5374,gram,128
5375,parásito,128
5376,hibridación,128
5377,basal,128
5378,audiovisual,128
5379,ámbar,128
5380,wien,128
5381,transcurrido,128
5382,calentado,128
5383,unix,128
5384,envergadura,128
5385,conservado,128
5386,palacio,128
5387,pulido,128
5388,sustractivo,128
5389,reprocesamiento,128
5390,anime,128
5391,armonía,127
5392,comienzos,127
5393,estabilización,127
5394,flotabilidad,127
5395,invariable,127
5396,automatizado,127
5397,décimo,127
5398,complicación,127
5399,gonzález,127
5400,bruselas,127
5401,deporte,127
5402,brújula,127
5403,exponencialmente,127
5404,metrología,127
5405,academic,127
5406,apartado,127
5407,gordon,127
5408,analizado,127
5409,antoine,127
5410,coordenado,127
5411,plancha,127
5412,horizontalmente,127
5413,síndrome,127
5414,lima,127
5415,terminado,127
5416,darwin,127
5417,roto,127
5418,electricity,127
5419,cocinar,127
5420,disuelvar,127
5421,ising,127
5422,brasileño,127
5423,confirmado,126
5424,célebre,126
5425,miedo,126
5426,cuarenta,126
5427,neutral,126
5428,planteado,126
5429,luminancia,126
5430,galardón,126
5431,turín,126
5432,goma,126
5433,irregularidad,126
5434,preferencia,126
5435,cantor,126
5436,rankine,126
5437,mathematica,126
5438,orilla,126
5439,experimentos,126
5440,sierra,126
5441,samsung,126
5442,calorímetro,126
5443,bombear,126
5444,jubilación,126
5445,desnudo,125
5446,lóbulo,125
5447,adhesión,125
5448,calendarios,125
5449,refractar,125
5450,tycho,125
5451,curiosidad,125
5452,curvado,125
5453,fermentación,125
5454,causante,125
5455,forestal,125
5456,steve,125
5457,alpha,125
5458,efectos,125
5459,retardado,125
5460,fractales,125
5461,estabilizador,125
5462,guiar,125
5463,jan,125
5464,tom,125
5465,munición,125
5466,livermore,125
5467,colocación,125
5468,periférico,125
5469,anatomía,125
5470,palma,125
5471,mediano,125
5472,rentable,125
5473,alternador,125
5474,dover,125
5475,morse,125
5476,war,125
5477,extrasolar,125
5478,edificios,125
5479,virgo,124
5480,acuñó,124
5481,teorizar,124
5482,auténtico,124
5483,consecuentemente,124
5484,truco,124
5485,misterio,124
5486,imitar,124
5487,competitivo,124
5488,adams,124
5489,móviles,124
5490,inesperado,124
